n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,1, 1.00, 25.00, 0.00, 0, 0,
 600, 5.00, 0.00,2, 1.00, 22.00, 9.00, 12, 12,
 900, 5.00, 0.00,2, 0.00, 23.00, 6.00, 11, 11,
 200, 2.00, 0.00,1, 0.00, 22.00, 1.00, 1, 1,
 700, 2.00, 1.00,0, 0.00, 28.00, 10.00, 13, 13,
 50, 5.00, 0.00,2, 0.00, 24.00, 0.00, 0, 0,
 300, 2.00, 0.00,1, 0.00, 22.00, 1.00, 2, 2,
 400, 5.00, 0.00,2, 0.00, 23.00, 2.00, 6, 5,
 500, 2.00, 0.00,1, 0.00, 22.00, 7.00, 8, 8,
 800, 5.00, 0.00,2, 0.00, 27.00, 7.00, 12, 12,
 100, 4.00, 1.00,1, 1.00, 23.00, 7.00, 4, 4,
 1000, 4.00, 1.00,1, 1.00, 30.00, 21.00, 21, 20,
