moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,7.0, 153.00, 0.00, 0, 0
 600,6.0, 151.00, 7.00, 6, 6
 900,6.0, 167.00, 6.00, 1, 1
 200,5.0, 151.00, 2.00, 1, 0
 700,11.0, 158.00, 7.00, 2, 1
 50,12.0, 154.00, 0.00, 0, 0
 300,5.0, 150.00, 2.00, 0, 0
 400,6.0, 150.00, 5.00, 3, 1
 500,5.0, 150.00, 6.00, 3, 2
 800,5.0, 168.00, 5.00, 5, 5
 100,5.0, 150.00, 6.00, 3, 2
 1000,7.0, 151.00, 15.00, 9, 9
