moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,7.0, 169.00, 0.00, 0, 0
 600,5.0, 151.00, 5.00, 6, 6
 900,5.0, 172.00, 0.00, 1, 1
 200,6.0, 152.00, 1.00, 1, 0
 700,6.0, 151.00, 3.00, 2, 1
 50,5.0, 156.00, 0.00, 0, 0
 300,6.0, 151.00, 1.00, 0, 0
 400,13.0, 169.00, 2.00, 3, 1
 500,6.0, 151.00, 3.00, 3, 2
 800,6.0, 153.00, 2.00, 5, 5
 100,6.0, 152.00, 6.00, 3, 2
 1000,5.0, 152.00, 9.00, 9, 9
