moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,11.0, 505.00, 0.00, 0, 0
 600,11.0, 496.00, 3.00, 6, 4
 900,11.0, 495.00, 6.00, 4, 4
 200,12.0, 489.00, 0.00, 0, 0
 700,12.0, 492.00, 21.00, 6, 2
 50,11.0, 490.00, 0.00, 0, 0
 300,13.0, 489.00, 0.00, 1, 1
 400,11.0, 492.00, 2.00, 1, 0
 500,13.0, 490.00, 1.00, 2, 2
 800,12.0, 490.00, 4.00, 5, 4
 100,11.0, 501.00, 1.00, 2, 1
 1000,14.0, 503.00, 3.00, 10, 6
