n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 1.00,3, 0.00, 194.00, 0.00, 0, 0,
 600, 4.00, 0.00,3, 0.00, 192.00, 178.00, 12, 12,
 900, 4.00, 0.00,3, 0.00, 190.00, 81.00, 8, 8,
 200, 3.00, 0.00,3, 0.00, 190.00, 3.00, 1, 1,
 700, 3.00, 0.00,3, 0.00, 189.00, 277.00, 10, 5,
 50, 3.00, 1.00,3, 0.00, 192.00, 1.00, 0, 0,
 300, 7.00, 1.00,4, 0.00, 194.00, 1.00, 0, 0,
 400, 4.00, 0.00,3, 0.00, 192.00, 66.00, 5, 4,
 500, 3.00, 0.00,3, 0.00, 191.00, 24.00, 7, 5,
 800, 4.00, 0.00,3, 0.00, 193.00, 146.00, 13, 10,
 100, 4.00, 0.00,3, 0.00, 209.00, 4.00, 3, 3,
 1000, 4.00, 0.00,3, 1.00, 190.00, 324.00, 16, 14,
