n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 0.00,19, 0.00, 864.00, 0.00, 0, 0,
 600, 18.00, 0.00,19, 1.00, 906.00, 735.00, 6, 4,
 900, 17.00, 0.00,20, 0.00, 890.00, 399.00, 4, 3,
 200, 17.00, 1.00,19, 1.00, 888.00, 441.00, 1, 1,
 700, 17.00, 0.00,20, 0.00, 888.00, 711.00, 4, 3,
 50, 17.00, 0.00,19, 0.00, 867.00, 0.00, 0, 0,
 300, 17.00, 0.00,19, 0.00, 882.00, 1.00, 0, 0,
 400, 17.00, 0.00,19, 0.00, 884.00, 48.00, 2, 2,
 500, 17.00, 0.00,19, 1.00, 888.00, 847.00, 5, 5,
 800, 18.00, 0.00,19, 0.00, 881.00, 883.00, 4, 4,
 100, 17.00, 0.00,19, 0.00, 941.00, 184.00, 2, 2,
 1000, 17.00, 0.00,20, 0.00, 882.00, 1652.00, 9, 8,
