n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 1.00,19, 0.00, 869.00, 0.00, 0, 0,
 600, 17.00, 0.00,19, 1.00, 870.00, 712.00, 6, 4,
 900, 17.00, 0.00,20, 0.00, 882.00, 399.00, 4, 3,
 200, 17.00, 0.00,19, 1.00, 864.00, 428.00, 1, 1,
 700, 17.00, 0.00,20, 0.00, 883.00, 757.00, 4, 3,
 50, 17.00, 0.00,19, 0.00, 862.00, 0.00, 0, 0,
 300, 17.00, 1.00,19, 0.00, 856.00, 1.00, 0, 0,
 400, 17.00, 0.00,19, 1.00, 855.00, 45.00, 2, 2,
 500, 17.00, 0.00,19, 0.00, 878.00, 851.00, 5, 5,
 800, 17.00, 0.00,19, 1.00, 883.00, 879.00, 4, 4,
 100, 17.00, 0.00,19, 0.00, 864.00, 176.00, 2, 2,
 1000, 18.00, 0.00,23, 0.00, 890.00, 1652.00, 9, 8,
