n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,1, 0.00, 27.00, 0.00, 0, 0,
 600, 5.00, 0.00,2, 0.00, 23.00, 12.00, 12, 12,
 900, 5.00, 0.00,2, 1.00, 29.00, 9.00, 11, 11,
 200, 5.00, 0.00,1, 1.00, 24.00, 1.00, 1, 1,
 700, 2.00, 0.00,0, 1.00, 22.00, 15.00, 13, 13,
 50, 1.00, 1.00,0, 1.00, 23.00, 0.00, 0, 0,
 300, 3.00, 0.00,1, 0.00, 26.00, 2.00, 2, 2,
 400, 4.00, 1.00,1, 1.00, 29.00, 5.00, 6, 5,
 500, 5.00, 0.00,1, 0.00, 25.00, 10.00, 8, 8,
 800, 2.00, 0.00,1, 0.00, 23.00, 12.00, 12, 12,
 100, 4.00, 0.00,1, 1.00, 29.00, 8.00, 4, 4,
 1000, 2.00, 0.00,1, 0.00, 23.00, 28.00, 22, 20,
