n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 0.00,19, 1.00, 887.00, 0.00, 0, 0,
 600, 17.00, 0.00,19, 1.00, 890.00, 742.00, 6, 4,
 900, 18.00, 0.00,19, 1.00, 895.00, 397.00, 4, 3,
 200, 18.00, 0.00,20, 0.00, 881.00, 440.00, 1, 1,
 700, 17.00, 1.00,19, 1.00, 888.00, 718.00, 4, 3,
 50, 18.00, 0.00,20, 0.00, 891.00, 0.00, 0, 0,
 300, 17.00, 0.00,20, 0.00, 862.00, 1.00, 0, 0,
 400, 17.00, 0.00,20, 0.00, 876.00, 45.00, 2, 2,
 500, 17.00, 0.00,19, 1.00, 880.00, 835.00, 5, 5,
 800, 17.00, 0.00,20, 0.00, 876.00, 910.00, 4, 4,
 100, 18.00, 0.00,19, 1.00, 894.00, 179.00, 2, 2,
 1000, 17.00, 0.00,21, 0.00, 884.00, 1624.00, 9, 8,
