moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,3.0, 13.00, 0.00, 0, 0
 600,3.0, 15.00, 6.00, 10, 8
 900,4.0, 13.00, 4.00, 9, 7
 200,4.0, 11.00, 1.00, 1, 1
 700,3.0, 22.00, 5.00, 14, 8
 50,3.0, 14.00, 0.00, 0, 0
 300,5.0, 16.00, 1.00, 2, 2
 400,1.0, 11.00, 1.00, 8, 6
 500,4.0, 17.00, 3.00, 11, 8
 800,4.0, 18.00, 4.00, 10, 8
 100,2.0, 11.00, 2.00, 4, 4
 1000,3.0, 12.00, 6.00, 22, 17
