n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,2, 1.00, 187.00, 0.00, 0, 0,
 600, 4.00, 0.00,3, 0.00, 186.00, 111.00, 12, 12,
 900, 7.00, 0.00,4, 0.00, 185.00, 98.00, 8, 8,
 200, 4.00, 0.00,3, 1.00, 193.00, 46.00, 1, 1,
 700, 4.00, 0.00,3, 0.00, 185.00, 231.00, 10, 5,
 50, 4.00, 0.00,4, 0.00, 184.00, 0.00, 0, 0,
 300, 3.00, 1.00,2, 1.00, 186.00, 0.00, 0, 0,
 400, 4.00, 0.00,2, 1.00, 186.00, 8.00, 5, 4,
 500, 4.00, 0.00,3, 0.00, 187.00, 25.00, 7, 5,
 800, 4.00, 0.00,3, 1.00, 188.00, 172.00, 13, 10,
 100, 4.00, 0.00,2, 1.00, 185.00, 8.00, 3, 3,
 1000, 4.00, 0.00,3, 0.00, 187.00, 93.00, 16, 14,
