moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,9.0, 152.00, 0.00, 0, 0
 600,5.0, 149.00, 5.00, 6, 6
 900,10.0, 153.00, 0.00, 1, 1
 200,7.0, 151.00, 1.00, 1, 0
 700,6.0, 152.00, 2.00, 2, 1
 50,6.0, 154.00, 0.00, 0, 0
 300,12.0, 164.00, 0.00, 0, 0
 400,13.0, 155.00, 3.00, 3, 1
 500,7.0, 154.00, 3.00, 3, 2
 800,6.0, 152.00, 2.00, 5, 5
 100,6.0, 154.00, 6.00, 3, 2
 1000,10.0, 148.00, 9.00, 9, 9
