n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,3, 0.00, 191.00, 0.00, 0, 0,
 600, 4.00, 0.00,3, 0.00, 191.00, 113.00, 12, 12,
 900, 3.00, 0.00,3, 0.00, 189.00, 103.00, 8, 8,
 200, 3.00, 1.00,2, 0.00, 187.00, 47.00, 1, 1,
 700, 4.00, 0.00,2, 0.00, 187.00, 237.00, 10, 5,
 50, 3.00, 1.00,2, 0.00, 186.00, 0.00, 0, 0,
 300, 5.00, 0.00,3, 0.00, 187.00, 1.00, 0, 0,
 400, 4.00, 0.00,3, 0.00, 184.00, 12.00, 5, 4,
 500, 4.00, 0.00,2, 1.00, 189.00, 30.00, 7, 5,
 800, 3.00, 1.00,2, 1.00, 187.00, 181.00, 13, 10,
 100, 3.00, 0.00,3, 0.00, 185.00, 9.00, 3, 3,
 1000, 4.00, 0.00,2, 1.00, 190.00, 99.00, 16, 14,
