n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 5.00, 0.00,3, 0.00, 193.00, 0.00, 0, 0,
 600, 5.00, 0.00,2, 1.00, 190.00, 175.00, 12, 12,
 900, 3.00, 0.00,3, 0.00, 189.00, 80.00, 8, 8,
 200, 4.00, 1.00,3, 0.00, 194.00, 4.00, 1, 1,
 700, 3.00, 0.00,3, 0.00, 190.00, 279.00, 10, 5,
 50, 4.00, 0.00,3, 0.00, 191.00, 0.00, 0, 0,
 300, 4.00, 0.00,4, 0.00, 208.00, 2.00, 0, 0,
 400, 3.00, 1.00,2, 1.00, 192.00, 66.00, 5, 4,
 500, 5.00, 0.00,3, 1.00, 192.00, 26.00, 7, 5,
 800, 3.00, 0.00,3, 0.00, 191.00, 162.00, 13, 10,
 100, 4.00, 0.00,3, 0.00, 192.00, 4.00, 3, 3,
 1000, 4.00, 0.00,3, 0.00, 190.00, 325.00, 16, 14,
