n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 0.00,6, 0.00, 518.00, 0.00, 0, 0,
 600, 5.00, 0.00,6, 0.00, 498.00, 3.00, 6, 4,
 900, 6.00, 0.00,6, 0.00, 491.00, 5.00, 4, 4,
 200, 5.00, 1.00,5, 0.00, 488.00, 0.00, 0, 0,
 700, 6.00, 0.00,6, 1.00, 511.00, 21.00, 6, 2,
 50, 6.00, 0.00,5, 1.00, 494.00, 0.00, 0, 0,
 300, 5.00, 1.00,5, 0.00, 491.00, 0.00, 1, 1,
 400, 6.00, 0.00,5, 1.00, 489.00, 1.00, 1, 0,
 500, 5.00, 1.00,5, 0.00, 492.00, 0.00, 2, 2,
 800, 5.00, 1.00,5, 0.00, 494.00, 4.00, 5, 4,
 100, 6.00, 0.00,5, 1.00, 530.00, 1.00, 2, 1,
 1000, 5.00, 1.00,5, 0.00, 503.00, 2.00, 10, 6,
