n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 0.00,19, 1.00, 887.00, 0.00, 0, 0,
 600, 17.00, 0.00,20, 0.00, 894.00, 722.00, 6, 4,
 900, 17.00, 0.00,19, 0.00, 882.00, 399.00, 4, 3,
 200, 17.00, 0.00,20, 0.00, 888.00, 434.00, 1, 1,
 700, 18.00, 0.00,19, 0.00, 878.00, 722.00, 4, 3,
 50, 17.00, 0.00,19, 1.00, 903.00, 0.00, 0, 0,
 300, 18.00, 0.00,20, 0.00, 912.00, 1.00, 0, 0,
 400, 17.00, 0.00,20, 0.00, 880.00, 45.00, 2, 2,
 500, 18.00, 0.00,19, 1.00, 878.00, 857.00, 5, 5,
 800, 18.00, 0.00,19, 0.00, 878.00, 885.00, 4, 4,
 100, 18.00, 0.00,19, 1.00, 879.00, 177.00, 2, 2,
 1000, 17.00, 1.00,19, 0.00, 918.00, 1662.00, 9, 8,
