moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,4.0, 12.00, 0.00, 0, 0
 600,4.0, 24.00, 14.00, 10, 8
 900,3.0, 15.00, 10.00, 9, 7
 200,3.0, 21.00, 4.00, 1, 1
 700,2.0, 12.00, 11.00, 14, 8
 50,4.0, 15.00, 1.00, 0, 0
 300,2.0, 11.00, 4.00, 2, 2
 400,4.0, 15.00, 6.00, 8, 6
 500,5.0, 14.00, 8.00, 11, 8
 800,5.0, 14.00, 14.00, 10, 8
 100,4.0, 22.00, 4.00, 4, 4
 1000,5.0, 14.00, 16.00, 22, 17
