n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 3.00, 0.00,1, 0.00, 13.00, 0.00, 0, 0,
 600, 1.00, 0.00,1, 0.00, 11.00, 13.00, 10, 8,
 900, 2.00, 0.00,0, 1.00, 15.00, 10.00, 9, 7,
 200, 2.00, 1.00,0, 1.00, 12.00, 2.00, 1, 1,
 700, 3.00, 0.00,1, 0.00, 17.00, 11.00, 14, 8,
 50, 1.00, 0.00,0, 0.00, 12.00, 0.00, 0, 0,
 300, 1.00, 0.00,1, 0.00, 11.00, 3.00, 2, 2,
 400, 3.00, 1.00,0, 1.00, 13.00, 7.00, 8, 6,
 500, 2.00, 1.00,0, 1.00, 13.00, 8.00, 11, 8,
 800, 3.00, 0.00,1, 0.00, 13.00, 12.00, 10, 8,
 100, 1.00, 0.00,0, 1.00, 11.00, 3.00, 4, 4,
 1000, 2.00, 0.00,0, 0.00, 13.00, 16.00, 22, 17,
