moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,7.0, 192.00, 0.00, 0, 0
 600,7.0, 194.00, 172.00, 12, 12
 900,6.0, 192.00, 76.00, 8, 8
 200,7.0, 225.00, 6.00, 1, 1
 700,7.0, 194.00, 276.00, 10, 5
 50,8.0, 194.00, 0.00, 0, 0
 300,6.0, 197.00, 0.00, 0, 0
 400,7.0, 193.00, 62.00, 5, 4
 500,8.0, 194.00, 20.00, 7, 5
 800,7.0, 190.00, 136.00, 13, 10
 100,7.0, 200.00, 3.00, 3, 3
 1000,7.0, 190.00, 316.00, 16, 14
