n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 3.00, 1.00,2, 0.00, 187.00, 0.00, 0, 0,
 600, 4.00, 0.00,3, 0.00, 183.00, 115.00, 12, 12,
 900, 3.00, 1.00,2, 0.00, 185.00, 104.00, 8, 8,
 200, 3.00, 0.00,3, 0.00, 187.00, 46.00, 1, 1,
 700, 3.00, 0.00,3, 0.00, 184.00, 236.00, 10, 5,
 50, 3.00, 0.00,3, 0.00, 188.00, 1.00, 0, 0,
 300, 4.00, 0.00,3, 0.00, 186.00, 2.00, 0, 0,
 400, 3.00, 0.00,2, 1.00, 185.00, 12.00, 5, 4,
 500, 4.00, 0.00,3, 0.00, 188.00, 28.00, 7, 5,
 800, 3.00, 1.00,2, 1.00, 186.00, 182.00, 13, 10,
 100, 5.00, 0.00,3, 0.00, 187.00, 10.00, 3, 3,
 1000, 3.00, 1.00,2, 1.00, 185.00, 99.00, 16, 14,
