n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,3, 0.00, 188.00, 0.00, 0, 0,
 600, 4.00, 0.00,3, 0.00, 187.00, 113.00, 12, 12,
 900, 4.00, 0.00,2, 0.00, 185.00, 101.00, 8, 8,
 200, 3.00, 0.00,3, 0.00, 189.00, 46.00, 1, 1,
 700, 5.00, 0.00,3, 1.00, 188.00, 236.00, 10, 5,
 50, 4.00, 0.00,2, 1.00, 190.00, 0.00, 0, 0,
 300, 4.00, 0.00,3, 0.00, 189.00, 1.00, 0, 0,
 400, 6.00, 1.00,3, 0.00, 188.00, 12.00, 5, 4,
 500, 6.00, 0.00,3, 0.00, 187.00, 28.00, 7, 5,
 800, 4.00, 1.00,3, 0.00, 188.00, 177.00, 13, 10,
 100, 4.00, 1.00,3, 0.00, 185.00, 9.00, 3, 3,
 1000, 4.00, 0.00,2, 1.00, 183.00, 100.00, 16, 14,
