n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 5.00, 1.00,5, 0.00, 501.00, 0.00, 0, 0,
 600, 6.00, 1.00,6, 1.00, 495.00, 3.00, 6, 4,
 900, 5.00, 0.00,6, 0.00, 496.00, 6.00, 4, 4,
 200, 5.00, 0.00,6, 0.00, 497.00, 0.00, 0, 0,
 700, 5.00, 1.00,5, 0.00, 492.00, 21.00, 6, 2,
 50, 6.00, 0.00,5, 1.00, 528.00, 0.00, 0, 0,
 300, 6.00, 0.00,5, 1.00, 500.00, 0.00, 1, 1,
 400, 6.00, 0.00,5, 1.00, 493.00, 2.00, 1, 0,
 500, 6.00, 0.00,6, 0.00, 498.00, 1.00, 2, 2,
 800, 6.00, 0.00,5, 1.00, 493.00, 4.00, 5, 4,
 100, 5.00, 1.00,5, 0.00, 495.00, 0.00, 2, 1,
 1000, 6.00, 0.00,6, 0.00, 495.00, 3.00, 10, 6,
