n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,4, 0.00, 188.00, 0.00, 0, 0,
 600, 4.00, 0.00,3, 0.00, 198.00, 180.00, 12, 12,
 900, 3.00, 0.00,3, 0.00, 191.00, 74.00, 8, 8,
 200, 4.00, 0.00,3, 0.00, 193.00, 3.00, 1, 1,
 700, 6.00, 1.00,2, 1.00, 197.00, 270.00, 10, 5,
 50, 4.00, 0.00,3, 0.00, 198.00, 0.00, 0, 0,
 300, 4.00, 0.00,4, 0.00, 190.00, 1.00, 0, 0,
 400, 4.00, 0.00,2, 1.00, 193.00, 60.00, 5, 4,
 500, 4.00, 0.00,3, 1.00, 198.00, 20.00, 7, 5,
 800, 6.00, 1.00,4, 0.00, 193.00, 141.00, 13, 10,
 100, 4.00, 0.00,3, 0.00, 192.00, 3.00, 3, 3,
 1000, 3.00, 0.00,3, 0.00, 192.00, 320.00, 16, 14,
