n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,55.0,501.0,0.0,0.0, 0, 0
20,110.0,1219.0,1.0,0.0, 2, 2
30,163.0,5379.0,2.0,1.0, 11, 7
50,273.0,7608.0,2.0,1.0, 16, 11
40,218.0,6581.0,1.0,0.0, 11, 8
60,327.0,11801.0,4.0,2.0, 28, 16
70,370.0,1.0,2.0,2.0,1,1
90,479.0,1.0,2.0,2.0,1,1
80,423.0,1.0,2.0,2.0,1,1
100,531.0,1.0,2.0,2.0,1,1
