n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,27.0,241.0,1.0,0.0, 0, 0
20,49.0,389.0,1.0,0.0, 1, 1
30,80.0,1740.0,2.0,1.0, 9, 7
50,129.0,2483.0,2.0,1.0, 15, 12
40,102.0,2321.0,3.0,2.0, 10, 9
60,152.0,4060.0,4.0,2.0, 27, 22
70,181.0,4585.0,6.0,3.0, 31, 22
90,230.0,6060.0,7.0,5.0, 52, 38
80,205.0,5521.0,7.0,5.0, 33, 29
100,272.0,6900.0,11.0,8.0, 81, 62
