n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,25.0,238.0,0.0,1.0, 0, 0
20,52.0,393.0,0.0,0.0, 1, 1
30,80.0,1733.0,2.0,1.0, 9, 7
50,128.0,2565.0,2.0,1.0, 15, 12
40,99.0,2281.0,2.0,1.0, 10, 9
60,151.0,4081.0,4.0,2.0, 27, 22
70,173.0,4400.0,6.0,3.0, 31, 22
90,226.0,5979.0,6.0,4.0, 52, 38
80,200.0,5556.0,7.0,4.0, 33, 29
100,256.0,6848.0,11.0,9.0, 81, 62
