n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,37.0,359.0,0.0,0.0, 0, 0
20,72.0,488.0,0.0,0.0, 2, 2
30,112.0,2273.0,1.0,1.0, 7, 5
50,183.0,3131.0,2.0,1.0, 7, 5
40,148.0,2583.0,1.0,1.0, 8, 5
60,222.0,4398.0,3.0,1.0, 9, 4
70,262.0,6236.0,3.0,1.0, 15, 12
90,326.0,7667.0,6.0,3.0, 17, 11
80,290.0,6967.0,5.0,3.0, 19, 8
100,362.0,9386.0,9.0,6.0, 37, 21
