n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,32.0,284.0,0.0,0.0, 0, 0
20,65.0,471.0,2.0,2.0, 2, 2
30,107.0,2310.0,18.0,17.0, 18, 16
50,157.0,3997.0,8.0,7.0, 29, 21
40,132.0,3125.0,21.0,21.0, 18, 15
60,193.0,4942.0,10.0,8.0, 42, 34
70,225.0,5933.0,62.0,62.0, 51, 39
90,288.0,7753.0,79.0,79.0, 84, 65
80,253.0,6981.0,56.0,54.0, 68, 57
100,322.0,8620.0,101.0,101.0, 140, 113
