n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,25.0,230.0,0.0,0.0, 0, 0
20,50.0,394.0,1.0,0.0, 1, 1
30,79.0,1714.0,2.0,2.0, 9, 7
50,127.0,2482.0,2.0,1.0, 15, 12
40,103.0,2250.0,2.0,1.0, 10, 9
60,159.0,4044.0,4.0,2.0, 27, 22
70,182.0,4505.0,6.0,3.0, 31, 22
90,228.0,6060.0,6.0,4.0, 52, 38
80,209.0,5574.0,7.0,4.0, 33, 29
100,248.0,6895.0,11.0,9.0, 81, 62
