n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,55.0,495.0,0.0,0.0, 0, 0
20,112.0,1226.0,0.0,0.0, 2, 2
30,170.0,5398.0,1.0,1.0, 11, 7
50,273.0,7600.0,3.0,1.0, 16, 11
40,223.0,6545.0,2.0,1.0, 11, 8
60,329.0,11782.0,5.0,3.0, 28, 16
70,373.0,1.0,2.0,2.0,1,1
90,479.0,1.0,2.0,2.0,1,1
80,430.0,1.0,2.0,2.0,1,1
100,532.0,1.0,2.0,2.0,1,1
