n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,33.0,284.0,0.0,0.0, 0, 0
20,66.0,482.0,1.0,2.0, 2, 2
30,101.0,2330.0,18.0,19.0, 18, 16
50,160.0,4066.0,8.0,7.0, 29, 21
40,128.0,3179.0,21.0,20.0, 18, 15
60,195.0,4872.0,9.0,8.0, 42, 34
70,223.0,5920.0,64.0,62.0, 51, 39
90,289.0,7693.0,79.0,76.0, 84, 65
80,253.0,7003.0,56.0,55.0, 68, 57
100,320.0,8479.0,100.0,100.0, 140, 113
