n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,15.0,34.0,0.0,0.0, 2, 2
20,33.0,87.0,0.0,0.0, 3, 2
30,44.0,276.0,3.0,2.0, 29, 27
50,77.0,440.0,3.0,2.0, 34, 33
40,57.0,360.0,3.0,1.0, 21, 20
60,92.0,597.0,4.0,4.0, 56, 53
70,112.0,698.0,5.0,4.0, 65, 61
90,130.0,934.0,7.0,7.0, 106, 103
80,119.0,857.0,8.0,8.0, 96, 86
100,149.0,1034.0,11.0,13.0, 183, 170
