n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,57.0,503.0,0.0,0.0, 0, 0
20,110.0,1234.0,1.0,0.0, 2, 2
30,166.0,5386.0,2.0,1.0, 11, 7
50,273.0,7605.0,2.0,1.0, 16, 11
40,219.0,6591.0,2.0,0.0, 11, 8
60,328.0,11860.0,4.0,2.0, 28, 16
70,370.0,1.0,2.0,2.0,1,1
90,480.0,1.0,2.0,2.0,1,1
80,4.0,1.0,2.0,2.0,1,1
100,530.0,1.0,2.0,2.0,1,1
