n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,25.0,239.0,0.0,1.0, 0, 0
20,50.0,391.0,0.0,0.0, 1, 1
30,95.0,1725.0,2.0,1.0, 9, 7
50,129.0,2550.0,2.0,1.0, 15, 12
40,108.0,2249.0,2.0,1.0, 10, 9
60,159.0,4080.0,4.0,2.0, 27, 22
70,191.0,4481.0,5.0,3.0, 31, 22
90,235.0,6042.0,6.0,4.0, 52, 38
80,197.0,5603.0,7.0,6.0, 33, 29
100,264.0,7027.0,11.0,8.0, 81, 62
