n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,36.0,371.0,0.0,0.0, 0, 0
20,73.0,512.0,0.0,1.0, 2, 2
30,114.0,2337.0,2.0,1.0, 7, 5
50,183.0,3182.0,2.0,0.0, 7, 5
40,147.0,2576.0,1.0,0.0, 8, 5
60,218.0,4428.0,3.0,1.0, 9, 4
70,258.0,6083.0,4.0,2.0, 15, 12
90,324.0,7632.0,5.0,3.0, 17, 11
80,288.0,6888.0,5.0,3.0, 19, 8
100,360.0,9263.0,10.0,6.0, 37, 21
