n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,37.0,364.0,0.0,0.0, 0, 0
20,73.0,494.0,0.0,0.0, 2, 2
30,110.0,2294.0,1.0,0.0, 7, 5
50,182.0,3129.0,2.0,1.0, 7, 5
40,143.0,2510.0,1.0,0.0, 8, 5
60,218.0,4366.0,3.0,1.0, 9, 4
70,250.0,6065.0,3.0,1.0, 15, 12
90,322.0,7539.0,6.0,2.0, 17, 11
80,285.0,6815.0,5.0,2.0, 19, 8
100,354.0,9203.0,9.0,6.0, 37, 21
