n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,55.0,496.0,1.0,0.0, 0, 0
20,109.0,1229.0,1.0,0.0, 2, 2
30,164.0,5467.0,2.0,1.0, 11, 7
50,272.0,7776.0,2.0,1.0, 16, 11
40,227.0,6609.0,2.0,1.0, 11, 8
60,328.0,11798.0,4.0,2.0, 28, 16
70,373.0,1.0,2.0,2.0,1,1
90,483.0,1.0,2.0,2.0,1,1
80,434.0,1.0,2.0,2.0,1,1
100,534.0,1.0,2.0,2.0,1,1
