n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,37.0,357.0,0.0,0.0, 0, 0
20,73.0,489.0,0.0,0.0, 2, 2
30,108.0,2268.0,2.0,0.0, 7, 5
50,183.0,3086.0,2.0,1.0, 7, 5
40,144.0,2509.0,1.0,1.0, 8, 5
60,216.0,4320.0,3.0,1.0, 9, 4
70,251.0,6071.0,4.0,2.0, 15, 12
90,324.0,7583.0,5.0,3.0, 17, 11
80,286.0,6811.0,5.0,2.0, 19, 8
100,356.0,9316.0,10.0,6.0, 37, 21
