n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 1.00,1, 1.00, 101.00, 2.00, 5, 2,
 600, 5.00, 1.00,1, 2.00, 101.00, 42.00, 156, 122,
 900, 12.00, 0.00,2, 1.00, 102.00, 70.00, 243, 191,
 200, 13.00, 1.00,1, 1.00, 101.00, 14.00, 54, 43,
 700, 6.00, 1.00,1, 1.00, 100.00, 49.00, 187, 147,
 50, 6.00, 1.00,1, 1.00, 103.00, 6.00, 15, 11,
 300, 5.00, 1.00,1, 1.00, 101.00, 18.00, 76, 62,
 400, 9.00, 1.00,1, 1.00, 101.00, 27.00, 103, 82,
 500, 10.00, 0.00,2, 1.00, 111.00, 33.00, 129, 102,
 800, 5.00, 1.00,1, 1.00, 101.00, 61.00, 217, 170,
 100, 6.00, 1.00,1, 1.00, 102.00, 8.00, 25, 20,
 1000, 5.00, 1.00,1, 1.00, 115.00, 74.00, 259, 202,
