n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 22.00, 0.00,20, 2.00, 2252.00, 1.00, 0, 0,
 600, 18.00, 0.00,17, 1.00, 2266.00, 54.00, 26, 13,
 900, 18.00, 1.00,16, 1.00, 2255.00, 94.00, 44, 21,
 200, 19.00, 0.00,19, 1.00, 2276.00, 15.00, 10, 4,
 700, 18.00, 1.00,17, 1.00, 2273.00, 72.00, 31, 16,
 50, 18.00, 0.00,17, 1.00, 2252.00, 3.00, 2, 0,
 300, 18.00, 1.00,16, 2.00, 2283.00, 22.00, 14, 7,
 400, 20.00, 0.00,19, 3.00, 2266.00, 31.00, 16, 8,
 500, 18.00, 1.00,16, 1.00, 2266.00, 43.00, 21, 10,
 800, 19.00, 0.00,16, 2.00, 2257.00, 84.00, 35, 18,
 100, 19.00, 0.00,17, 1.00, 2276.00, 7.00, 4, 2,
 1000, 18.00, 0.00,17, 1.00, 2260.00, 106.00, 45, 21,
