moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,56.0, 4462.00, 1.00, 0, 0
 600,56.0, 4480.00, 71.00, 55, 41
 900,55.0, 4425.00, 119.00, 86, 62
 200,55.0, 4471.00, 27.00, 19, 14
 700,56.0, 4435.00, 88.00, 67, 48
 50,56.0, 4435.00, 3.00, 2, 1
 300,56.0, 4420.00, 34.00, 30, 20
 400,56.0, 4489.00, 44.00, 38, 27
 500,56.0, 4454.00, 57.00, 46, 33
 800,56.0, 4456.00, 100.00, 74, 55
 100,55.0, 4528.00, 13.00, 6, 3
 1000,55.0, 4458.00, 126.00, 90, 65
