moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,11.0, 112.00, 3.00, 5, 2
 600,21.0, 102.00, 123.00, 156, 122
 900,21.0, 105.00, 193.00, 243, 191
 200,18.0, 102.00, 41.00, 54, 43
 700,21.0, 102.00, 144.00, 187, 147
 50,21.0, 120.00, 12.00, 15, 11
 300,9.0, 102.00, 57.00, 76, 62
 400,9.0, 102.00, 78.00, 103, 82
 500,12.0, 105.00, 104.00, 129, 102
 800,16.0, 104.00, 173.00, 217, 170
 100,21.0, 104.00, 25.00, 25, 20
 1000,9.0, 103.00, 211.00, 259, 202
