n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 27.00, 1.00,26, 2.00, 4428.00, 0.00, 0, 0,
 600, 27.00, 1.00,27, 1.00, 4444.00, 25.00, 55, 41,
 900, 27.00, 1.00,26, 1.00, 4425.00, 48.00, 86, 62,
 200, 27.00, 1.00,26, 1.00, 4415.00, 12.00, 19, 14,
 700, 27.00, 1.00,26, 1.00, 4477.00, 35.00, 67, 48,
 50, 27.00, 1.00,27, 1.00, 4436.00, 0.00, 2, 1,
 300, 26.00, 1.00,26, 2.00, 4434.00, 14.00, 30, 20,
 400, 27.00, 1.00,26, 1.00, 4454.00, 17.00, 38, 27,
 500, 27.00, 0.00,27, 1.00, 4439.00, 22.00, 46, 33,
 800, 27.00, 1.00,26, 1.00, 4508.00, 42.00, 74, 55,
 100, 27.00, 1.00,26, 2.00, 4430.00, 7.00, 6, 3,
 1000, 28.00, 0.00,27, 1.00, 4427.00, 54.00, 90, 65,
