n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 9.00, 1.00,3, 1.00, 209.00, 4.00, 2, 2,
 600, 10.00, 0.00,4, 1.00, 207.00, 173.00, 133, 121,
 900, 18.00, 1.00,3, 1.00, 207.00, 215.00, 215, 192,
 200, 23.00, 2.00,8, 3.00, 214.00, 39.00, 45, 42,
 700, 22.00, 1.00,8, 3.00, 217.00, 163.00, 165, 149,
 50, 9.00, 1.00,5, 1.00, 210.00, 10.00, 12, 10,
 300, 10.00, 0.00,3, 2.00, 209.00, 58.00, 67, 61,
 400, 10.00, 0.00,4, 1.00, 209.00, 79.00, 87, 79,
 500, 18.00, 1.00,7, 2.00, 209.00, 114.00, 109, 99,
 800, 9.00, 1.00,6, 2.00, 213.00, 184.00, 188, 169,
 100, 9.00, 1.00,3, 1.00, 208.00, 18.00, 23, 20,
 1000, 16.00, 0.00,4, 1.00, 206.00, 231.00, 230, 204,
