moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,15.0, 214.00, 4.00, 2, 2
 600,15.0, 206.00, 137.00, 133, 121
 900,32.0, 211.00, 216.00, 215, 192
 200,26.0, 209.00, 39.00, 45, 42
 700,15.0, 207.00, 161.00, 165, 149
 50,15.0, 213.00, 10.00, 12, 10
 300,21.0, 209.00, 57.00, 67, 61
 400,18.0, 209.00, 77.00, 87, 79
 500,14.0, 206.00, 114.00, 109, 99
 800,35.0, 209.00, 187.00, 188, 169
 100,20.0, 209.00, 18.00, 23, 20
 1000,24.0, 214.00, 232.00, 230, 204
