moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,25.0, 1341.00, 2.00, 0, 0
 600,37.0, 1345.00, 82.00, 57, 48
 900,25.0, 1339.00, 122.00, 91, 70
 200,32.0, 1354.00, 25.00, 15, 13
 700,25.0, 1347.00, 89.00, 66, 53
 50,25.0, 1361.00, 7.00, 3, 2
 300,26.0, 1382.00, 36.00, 23, 20
 400,26.0, 1368.00, 50.00, 31, 26
 500,25.0, 1361.00, 67.00, 44, 36
 800,25.0, 1341.00, 105.00, 78, 62
 100,24.0, 1369.00, 11.00, 6, 4
 1000,25.0, 1339.00, 133.00, 94, 72
