n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 14.00, 0.00,4, 1.00, 206.00, 2.00, 2, 2,
 600, 23.00, 1.00,5, 2.00, 206.00, 85.00, 132, 121,
 900, 22.00, 1.00,7, 1.00, 207.00, 139.00, 213, 192,
 200, 17.00, 1.00,3, 2.00, 208.00, 23.00, 44, 42,
 700, 11.00, 1.00,4, 2.00, 207.00, 103.00, 163, 149,
 50, 14.00, 1.00,3, 2.00, 212.00, 6.00, 12, 10,
 300, 18.00, 1.00,3, 1.00, 206.00, 34.00, 66, 61,
 400, 13.00, 1.00,3, 2.00, 206.00, 46.00, 86, 79,
 500, 9.00, 0.00,4, 1.00, 206.00, 71.00, 108, 99,
 800, 13.00, 0.00,4, 1.00, 208.00, 118.00, 186, 169,
 100, 13.00, 0.00,5, 1.00, 206.00, 16.00, 22, 20,
 1000, 10.00, 0.00,4, 1.00, 207.00, 149.00, 228, 204,
