n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 1.00,10, 1.00, 1369.00, 1.00, 0, 0,
 600, 14.00, 0.00,10, 1.00, 1371.00, 82.00, 57, 48,
 900, 13.00, 1.00,10, 1.00, 1343.00, 122.00, 91, 70,
 200, 16.00, 1.00,21, 2.00, 1372.00, 25.00, 15, 13,
 700, 13.00, 0.00,10, 1.00, 1348.00, 91.00, 66, 53,
 50, 13.00, 1.00,10, 2.00, 1362.00, 7.00, 3, 2,
 300, 14.00, 0.00,10, 2.00, 1354.00, 35.00, 23, 20,
 400, 14.00, 0.00,10, 2.00, 1348.00, 50.00, 31, 26,
 500, 13.00, 1.00,10, 1.00, 1360.00, 66.00, 44, 36,
 800, 13.00, 0.00,11, 1.00, 1352.00, 106.00, 78, 62,
 100, 13.00, 1.00,10, 1.00, 1350.00, 11.00, 6, 4,
 1000, 13.00, 1.00,10, 1.00, 1346.00, 134.00, 94, 72,
