n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 14.00, 0.00,10, 2.00, 1360.00, 2.00, 0, 0,
 600, 14.00, 1.00,11, 1.00, 1339.00, 82.00, 57, 48,
 900, 13.00, 1.00,10, 1.00, 1374.00, 123.00, 91, 70,
 200, 13.00, 0.00,10, 2.00, 1343.00, 26.00, 15, 13,
 700, 13.00, 0.00,10, 1.00, 1357.00, 94.00, 66, 53,
 50, 13.00, 1.00,10, 1.00, 1400.00, 7.00, 3, 2,
 300, 13.00, 1.00,10, 1.00, 1378.00, 36.00, 23, 20,
 400, 13.00, 1.00,10, 1.00, 1350.00, 49.00, 31, 26,
 500, 13.00, 1.00,10, 1.00, 1357.00, 67.00, 44, 36,
 800, 13.00, 1.00,10, 1.00, 1361.00, 112.00, 78, 62,
 100, 13.00, 0.00,11, 1.00, 1341.00, 11.00, 6, 4,
 1000, 13.00, 1.00,10, 2.00, 1363.00, 132.00, 94, 72,
