n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 27.00, 1.00,26, 1.00, 4469.00, 0.00, 0, 0,
 600, 27.00, 1.00,27, 1.00, 4412.00, 26.00, 55, 41,
 900, 27.00, 1.00,26, 2.00, 4410.00, 49.00, 86, 62,
 200, 27.00, 1.00,26, 1.00, 4493.00, 12.00, 19, 14,
 700, 27.00, 1.00,26, 2.00, 4433.00, 35.00, 67, 48,
 50, 27.00, 0.00,27, 1.00, 4418.00, 1.00, 2, 1,
 300, 27.00, 1.00,27, 1.00, 4446.00, 14.00, 30, 20,
 400, 27.00, 1.00,27, 2.00, 4426.00, 18.00, 38, 27,
 500, 28.00, 1.00,26, 1.00, 4419.00, 23.00, 46, 33,
 800, 27.00, 1.00,26, 2.00, 4461.00, 42.00, 74, 55,
 100, 27.00, 1.00,26, 2.00, 4421.00, 7.00, 6, 3,
 1000, 27.00, 1.00,27, 1.00, 4500.00, 54.00, 90, 65,
