n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 10.00, 0.00,4, 1.00, 208.00, 3.00, 2, 2,
 600, 19.00, 1.00,4, 1.00, 227.00, 86.00, 132, 121,
 900, 9.00, 1.00,3, 1.00, 208.00, 138.00, 213, 192,
 200, 20.00, 1.00,3, 1.00, 206.00, 23.00, 44, 42,
 700, 9.00, 1.00,3, 2.00, 208.00, 103.00, 163, 149,
 50, 12.00, 0.00,4, 2.00, 207.00, 7.00, 12, 10,
 300, 9.00, 0.00,4, 1.00, 206.00, 35.00, 66, 61,
 400, 10.00, 1.00,3, 1.00, 206.00, 46.00, 86, 79,
 500, 10.00, 1.00,4, 1.00, 210.00, 70.00, 108, 99,
 800, 10.00, 0.00,4, 1.00, 206.00, 117.00, 186, 169,
 100, 10.00, 0.00,4, 1.00, 206.00, 10.00, 22, 20,
 1000, 22.00, 1.00,4, 1.00, 206.00, 149.00, 228, 204,
