moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,36.0, 2246.00, 0.00, 0, 0
 600,36.0, 2274.00, 11.00, 26, 13
 900,36.0, 2270.00, 27.00, 44, 21
 200,37.0, 2248.00, 4.00, 10, 4
 700,36.0, 2321.00, 20.00, 31, 16
 50,36.0, 2286.00, 1.00, 2, 0
 300,38.0, 2249.00, 5.00, 14, 7
 400,36.0, 2361.00, 5.00, 16, 8
 500,39.0, 2263.00, 7.00, 21, 10
 800,45.0, 2324.00, 21.00, 35, 18
 100,36.0, 2253.00, 2.00, 4, 2
 1000,36.0, 2268.00, 28.00, 45, 21
