n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 1.00,10, 1.00, 1358.00, 0.00, 0, 0,
 600, 13.00, 0.00,10, 2.00, 1339.00, 41.00, 57, 48,
 900, 13.00, 0.00,11, 1.00, 1371.00, 63.00, 90, 70,
 200, 14.00, 0.00,11, 1.00, 1352.00, 11.00, 15, 13,
 700, 14.00, 0.00,10, 2.00, 1367.00, 43.00, 66, 53,
 50, 13.00, 1.00,10, 1.00, 1352.00, 3.00, 3, 2,
 300, 14.00, 0.00,11, 1.00, 1346.00, 16.00, 23, 20,
 400, 13.00, 0.00,12, 1.00, 1348.00, 22.00, 31, 26,
 500, 13.00, 1.00,10, 1.00, 1354.00, 31.00, 44, 36,
 800, 13.00, 1.00,11, 1.00, 1356.00, 51.00, 77, 62,
 100, 14.00, 0.00,11, 1.00, 1353.00, 4.00, 6, 4,
 1000, 14.00, 1.00,10, 1.00, 1355.00, 65.00, 93, 72,
