n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 15.00, 0.00,5, 1.00, 213.00, 3.00, 2, 2,
 600, 9.00, 1.00,3, 2.00, 206.00, 86.00, 132, 121,
 900, 21.00, 0.00,3, 2.00, 207.00, 139.00, 213, 192,
 200, 10.00, 0.00,3, 2.00, 222.00, 23.00, 44, 42,
 700, 22.00, 0.00,4, 1.00, 207.00, 108.00, 163, 149,
 50, 9.00, 1.00,3, 1.00, 206.00, 6.00, 12, 10,
 300, 9.00, 1.00,3, 1.00, 206.00, 35.00, 66, 61,
 400, 11.00, 1.00,4, 1.00, 206.00, 46.00, 86, 79,
 500, 9.00, 1.00,3, 1.00, 207.00, 71.00, 108, 99,
 800, 10.00, 0.00,4, 1.00, 230.00, 118.00, 186, 169,
 100, 22.00, 1.00,5, 2.00, 209.00, 10.00, 22, 20,
 1000, 9.00, 1.00,3, 2.00, 207.00, 150.00, 228, 204,
