n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 20.00, 1.00,16, 2.00, 2277.00, 0.00, 0, 0,
 600, 18.00, 0.00,16, 2.00, 2237.00, 11.00, 26, 13,
 900, 19.00, 0.00,16, 2.00, 2236.00, 28.00, 44, 21,
 200, 18.00, 0.00,17, 1.00, 2271.00, 2.00, 10, 4,
 700, 19.00, 0.00,17, 1.00, 2238.00, 20.00, 31, 16,
 50, 19.00, 0.00,16, 1.00, 2284.00, 1.00, 2, 0,
 300, 18.00, 1.00,16, 1.00, 2269.00, 5.00, 14, 7,
 400, 18.00, 1.00,16, 2.00, 2298.00, 6.00, 16, 8,
 500, 18.00, 0.00,17, 1.00, 2267.00, 7.00, 21, 10,
 800, 18.00, 1.00,16, 2.00, 2236.00, 20.00, 35, 18,
 100, 19.00, 0.00,16, 2.00, 2267.00, 2.00, 4, 2,
 1000, 19.00, 1.00,16, 2.00, 2247.00, 27.00, 45, 21,
