n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 27.00, 1.00,26, 1.00, 4507.00, 1.00, 0, 0,
 600, 27.00, 1.00,27, 1.00, 4467.00, 71.00, 55, 41,
 900, 27.00, 1.00,27, 1.00, 4499.00, 118.00, 86, 62,
 200, 27.00, 1.00,26, 1.00, 4457.00, 27.00, 19, 14,
 700, 27.00, 1.00,27, 2.00, 4413.00, 88.00, 67, 48,
 50, 28.00, 1.00,26, 1.00, 4452.00, 4.00, 2, 1,
 300, 27.00, 0.00,27, 1.00, 4482.00, 35.00, 30, 20,
 400, 27.00, 1.00,26, 2.00, 4479.00, 45.00, 38, 27,
 500, 27.00, 1.00,26, 1.00, 4474.00, 58.00, 46, 33,
 800, 27.00, 1.00,26, 2.00, 4463.00, 101.00, 74, 55,
 100, 27.00, 1.00,26, 2.00, 4459.00, 13.00, 6, 3,
 1000, 27.00, 1.00,26, 2.00, 4472.00, 128.00, 90, 65,
