n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 11.00, 1.00,2, 3.00, 106.00, 3.00, 5, 2,
 600, 13.00, 2.00,2, 3.00, 106.00, 124.00, 156, 122,
 900, 6.00, 1.00,1, 1.00, 101.00, 194.00, 243, 191,
 200, 6.00, 1.00,1, 1.00, 102.00, 42.00, 54, 43,
 700, 5.00, 1.00,1, 1.00, 102.00, 145.00, 187, 147,
 50, 13.00, 2.00,3, 3.00, 108.00, 12.00, 15, 11,
 300, 5.00, 1.00,1, 1.00, 102.00, 58.00, 76, 62,
 400, 6.00, 1.00,1, 1.00, 103.00, 79.00, 103, 82,
 500, 5.00, 1.00,2, 2.00, 112.00, 102.00, 129, 102,
 800, 13.00, 2.00,3, 3.00, 117.00, 169.00, 217, 170,
 100, 5.00, 1.00,1, 2.00, 103.00, 22.00, 25, 20,
 1000, 6.00, 1.00,1, 1.00, 104.00, 210.00, 259, 202,
