n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 0.00,1, 2.00, 101.00, 2.00, 5, 2,
 600, 5.00, 0.00,1, 2.00, 103.00, 43.00, 156, 122,
 900, 14.00, 1.00,2, 1.00, 104.00, 69.00, 243, 191,
 200, 6.00, 1.00,1, 1.00, 101.00, 14.00, 54, 43,
 700, 6.00, 2.00,3, 2.00, 112.00, 51.00, 187, 147,
 50, 5.00, 1.00,1, 2.00, 102.00, 6.00, 15, 11,
 300, 9.00, 1.00,1, 1.00, 104.00, 18.00, 76, 62,
 400, 6.00, 0.00,2, 1.00, 102.00, 27.00, 103, 82,
 500, 14.00, 2.00,2, 3.00, 104.00, 34.00, 129, 102,
 800, 6.00, 1.00,1, 1.00, 106.00, 61.00, 217, 170,
 100, 5.00, 1.00,1, 1.00, 105.00, 7.00, 25, 20,
 1000, 6.00, 0.00,2, 1.00, 101.00, 74.00, 259, 202,
