n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 1.00,1, 1.00, 100.00, 2.00, 5, 2,
 600, 6.00, 0.00,1, 2.00, 102.00, 43.00, 156, 122,
 900, 14.00, 2.00,3, 3.00, 136.00, 69.00, 243, 191,
 200, 13.00, 2.00,3, 4.00, 103.00, 14.00, 54, 43,
 700, 6.00, 1.00,1, 1.00, 114.00, 51.00, 187, 147,
 50, 13.00, 2.00,2, 3.00, 102.00, 5.00, 15, 11,
 300, 14.00, 2.00,2, 3.00, 101.00, 19.00, 76, 62,
 400, 6.00, 1.00,1, 1.00, 100.00, 26.00, 103, 82,
 500, 6.00, 1.00,2, 1.00, 103.00, 33.00, 129, 102,
 800, 12.00, 1.00,2, 2.00, 101.00, 61.00, 217, 170,
 100, 6.00, 1.00,1, 1.00, 101.00, 7.00, 25, 20,
 1000, 13.00, 2.00,3, 2.00, 116.00, 76.00, 259, 202,
