moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,9.0, 100.00, 2.00, 5, 2
 600,9.0, 102.00, 43.00, 156, 122
 900,22.0, 136.00, 69.00, 243, 191
 200,22.0, 103.00, 14.00, 54, 43
 700,9.0, 114.00, 51.00, 187, 147
 50,20.0, 102.00, 5.00, 15, 11
 300,21.0, 101.00, 19.00, 76, 62
 400,9.0, 100.00, 26.00, 103, 82
 500,10.0, 103.00, 33.00, 129, 102
 800,17.0, 101.00, 61.00, 217, 170
 100,9.0, 101.00, 7.00, 25, 20
 1000,20.0, 116.00, 76.00, 259, 202
