moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,34.0, 225.00, 3.00, 2, 2
 600,31.0, 208.00, 84.00, 132, 121
 900,14.0, 206.00, 139.00, 213, 192
 200,19.0, 209.00, 23.00, 44, 42
 700,14.0, 228.00, 102.00, 163, 149
 50,34.0, 207.00, 6.00, 12, 10
 300,15.0, 210.00, 35.00, 66, 61
 400,14.0, 206.00, 47.00, 86, 79
 500,19.0, 207.00, 71.00, 108, 99
 800,14.0, 206.00, 119.00, 186, 169
 100,27.0, 208.00, 10.00, 22, 20
 1000,30.0, 206.00, 148.00, 228, 204
