n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 28.00, 1.00,26, 1.00, 4511.00, 1.00, 0, 0,
 600, 27.00, 1.00,26, 1.00, 4470.00, 71.00, 55, 41,
 900, 27.00, 1.00,27, 1.00, 4421.00, 116.00, 86, 62,
 200, 26.00, 0.00,26, 1.00, 4430.00, 26.00, 19, 14,
 700, 27.00, 1.00,29, 1.00, 4450.00, 93.00, 67, 48,
 50, 27.00, 1.00,26, 2.00, 4456.00, 4.00, 2, 1,
 300, 28.00, 0.00,28, 2.00, 4456.00, 34.00, 30, 20,
 400, 27.00, 1.00,26, 1.00, 4429.00, 45.00, 38, 27,
 500, 27.00, 1.00,26, 1.00, 4455.00, 59.00, 46, 33,
 800, 27.00, 1.00,26, 2.00, 4456.00, 100.00, 74, 55,
 100, 29.00, 1.00,27, 2.00, 4507.00, 14.00, 6, 3,
 1000, 28.00, 0.00,27, 1.00, 4498.00, 128.00, 90, 65,
