n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 21.00, 0.00,20, 1.00, 2488.00, 0.00, 0, 0,
 600, 19.00, 0.00,17, 1.00, 2301.00, 11.00, 26, 13,
 900, 18.00, 0.00,17, 1.00, 2259.00, 28.00, 44, 21,
 200, 19.00, 0.00,17, 2.00, 2431.00, 3.00, 10, 4,
 700, 19.00, 0.00,17, 1.00, 2275.00, 19.00, 31, 16,
 50, 18.00, 0.00,17, 2.00, 2382.00, 2.00, 2, 0,
 300, 18.00, 0.00,17, 1.00, 2316.00, 5.00, 14, 7,
 400, 18.00, 1.00,16, 1.00, 2256.00, 6.00, 16, 8,
 500, 19.00, 0.00,17, 1.00, 2263.00, 8.00, 21, 10,
 800, 19.00, 0.00,16, 2.00, 2303.00, 19.00, 35, 18,
 100, 19.00, 0.00,17, 1.00, 2380.00, 2.00, 4, 2,
 1000, 18.00, 0.00,17, 1.00, 2240.00, 28.00, 45, 21,
