n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 12.00, 1.00,5, 1.00, 217.00, 4.00, 2, 2,
 600, 9.00, 1.00,3, 1.00, 207.00, 136.00, 133, 121,
 900, 23.00, 1.00,6, 1.00, 210.00, 219.00, 215, 192,
 200, 11.00, 1.00,6, 1.00, 234.00, 44.00, 45, 42,
 700, 22.00, 1.00,8, 2.00, 211.00, 168.00, 165, 149,
 50, 16.00, 0.00,3, 2.00, 208.00, 10.00, 12, 10,
 300, 9.00, 1.00,3, 2.00, 209.00, 59.00, 67, 61,
 400, 18.00, 1.00,7, 3.00, 211.00, 78.00, 87, 79,
 500, 11.00, 1.00,6, 2.00, 216.00, 117.00, 109, 99,
 800, 9.00, 1.00,3, 1.00, 212.00, 186.00, 188, 169,
 100, 10.00, 0.00,3, 2.00, 208.00, 19.00, 23, 20,
 1000, 10.00, 0.00,4, 2.00, 210.00, 234.00, 230, 204,
